Aguas Vivas	8.690555555555555	-75.34972222222221	Cordoba
Aguasal	5.464166666666667	-76.1388888888889	Choco
Aguasblancas	9.716111111111111	-74.50222222222222	Magdalena
Aguasbuenas	10.266666666666667	-74.2	Magdalena
Aguasclaras	8.323333333333332	-73.35333333333332	Norte de Santander
Aguaverde	5.795277777777778	-69.98388888888888	Vichada
Aguaviva	8.976944444444445	-76.14861111111112	Cordoba
Aguayo	3.711388888888889	-75.52944444444444	Tolima
Aguazul	5.172777777777778	-72.54694444444445	Casanare
Aguila	4.746944444444445	-73.49277777777777	Cundinamarca
Aguilandia	2.9400000000000004	-73.1261111111111	Meta
Aguilar	8.765833333333333	-75.12055555555555	Sucre
Aguilas	7.470555555555555	-73.31583333333333	Santander
Aguillo	1.5	-78.26666666666667	Nariño
Aguirre	6.597222222222222	-75.68694444444445	Antioquia
Aguisi	7.1	-73.65	Santander
Aguita	5.3	-76.2	Risaralda
Agustin Codazzi	10.034166666666666	-73.23611111111111	Cesar
Agustin Vivas	5.25	-76.93333333333334	Choco
Ahorca Zorra	10.504166666666666	-74.62888888888888	Magdalena
Ahumada Grande	1.1841666666666666	-77.55027777777778	Nariño
Aichumahana	11.945277777777777	-71.86666666666666	La Guajira
Ailanapaha	11.908333333333333	-71.73583333333333	La Guajira
Ailaparihi	11.921944444444444	-72.0611111111111	La Guajira
Aipe	3.2222222222222223	-75.23666666666666	Huila
Aipiruhu	12.127500000000001	-72.11611111111111	La Guajira
Aire Libre	8.80388888888889	-74.38527777777779	Bolivar
Airrainmaru	12.448611111111111	-71.66666666666667	La Guajira
Ajaraiahuria	11.570555555555556	-72.50833333333334	La Guajira
Ajizales	5.624166666666667	-74.44	Cundinamarca
Ajumana	11.466388888888888	-72.81611111111111	La Guajira
Alamos	6.266666666666667	-75.58333333333333	Antioquia
Alban	4.876666666666667	-74.43777777777778	Cundinamarca
Albania	10.3	-74.15	Magdalena
Albergue	5.716666666666667	-73.21666666666667	Boyaca
Alberto Duran	7.683333333333334	-72.7	Norte de Santander
Albornoz	3.826666666666666	-76.37472222222222	Valle del Cauca
Albricias	10.55	-74.8	Atlantico
Alcala	5.097777777777777	-74.16916666666667	Cundinamarca
Alcaldia Mayor	4.599166666666666	-74.0775	Cundinamarca
Alcantarilla	0.9491666666666667	-77.74138888888889	Nariño
Alcaparral	5.642777777777777	-73.01527777777778	Boyaca
Alcayata	3.6122222222222224	-75.31583333333333	Tolima
Alcazar	10.783333333333333	-75.16666666666667	Atlantico
Alcazares	4.663333333333334	-74.07027777777778	Cundinamarca
Alcazares Norte	4.666111111111111	-74.06722222222221	Cundinamarca
Alcibia	10.416666666666666	-75.51666666666667	Bolivar
Alcivar	1.7333333333333334	-78.5	Nariño
Alcosana	4.025833333333333	-73.59388888888888	Meta
Aldana	0.8827777777777778	-77.70111111111112	Nariño
Aldea	6.595	-75.91472222222222	Antioquia
Aldea de Maria	0.9166666666666666	-77.53333333333333	Nariño
Alegacion	8.394166666666667	-73.86861111111111	Bolivar
Alegria	-2.6166666666666667	-70.08333333333333	Amazonas
Alegrias	5.566666666666666	-75.38333333333334	Caldas
Alejandria	6.735	-75.985	Antioquia
Alejandro Bernate	4.183333333333334	-74.75	Tolima
Alemania	9.862777777777778	-74.21694444444445	Magdalena
Ales	1.1869444444444444	-77.49305555555556	Nariño
Alex	1.19	-77.49555555555555	Nariño
Alferez	9.716666666666667	-75.16666666666667	Bolivar
Alfonso Lopez	8.393888888888888	-74.9025	Cordoba
Algarrabo	5.733333333333333	-71.93333333333334	Casanare
Algarrobal	9.310555555555556	-74.28388888888888	Magdalena
Algarrobillito	10.299722222222222	-73.26027777777777	Cesar
Algarrobo	9.094444444444445	-75.44611111111111	Cordoba
Algeciras	2.5230555555555556	-75.315	Huila
Algodonal	10.34888888888889	-74.94916666666667	Atlantico
Algodoncillo	9.268611111111111	-75.55194444444444	Cordoba
Algodones	4.704444444444444	-73.365	Cundinamarca
Alianza	-2.8833333333333333	-69.76666666666667	Amazonas
Alibizu	10.166666666666666	-75.25	Bolivar
Alicante	6.6	-74.41666666666667	Antioquia
Alicia	3.57	-76.43583333333333	Valle del Cauca
Aljibes	6.769166666666667	-73.54888888888888	Santander
Allaos	6.2619444444444445	-75.70166666666667	Antioquia
Allemira	1.5083333333333333	-77.01055555555556	Nariño
Almagra	8.913055555555555	-75.91361111111112	Cordoba
Almaguer	1.9169444444444443	-76.85222222222221	Cauca
Almara	5.51	-73.78583333333333	Cundinamarca
Almeida	4.970833333333333	-73.37972222222221	Boyaca
Almendro	7.583333333333333	-72.83333333333333	Norte de Santander
Almendros	4.7575	-74.10194444444444	Cundinamarca
Almidon	3.8249999999999997	-67.95611111111111	Guainia
Almirante Colon	4.715277777777778	-74.08361111111111	Cundinamarca
Almorzadero	5.483333333333333	-72.48333333333333	Casanare
Alonso Lince	3.6958333333333337	-76.26194444444444	Valle del Cauca
Alpamanga	0.9388888888888889	-76.28472222222221	Putumayo
Alpena	-1.0166666666666666	-74.06666666666666	Amazonas
Alpes	10.399444444444445	-75.48166666666667	Bolivar
Alpujarra	6.233333333333333	-75.58333333333333	Antioquia
Alpujarrita	3.361666666666667	-74.98277777777778	Tolima
Alqueria La Fragua	4.602777777777778	-74.14	Cundinamarca
Alsacia	5.677777777777778	-75.84666666666666	Antioquia
Alta	1.5333333333333332	-78.15	Nariño
Alta Buena Vista	2.7333333333333334	-76.52166666666666	Cauca
Alta Clara	1.3597222222222223	-77.07472222222222	Nariño
Alta Flores	6.6372222222222215	-73.83666666666666	Santander
Alta Gloria	7.280277777777778	-73.30722222222222	Santander
Alta Mira	7.916388888888889	-74.90916666666668	Antioquia
Alta Miranda	6.534722222222222	-75.74555555555555	Antioquia
Alta Vista	5.816666666666666	-74.65	Antioquia
Altaclara	9.95	-74.03333333333333	Magdalena
Altaflor	4.124444444444444	-75.96972222222223	Valle del Cauca
Altagracia	6.45	-70.75	Arauca
Altamar	5.637777777777777	-73.96694444444445	Boyaca
Altamaria	6.8486111111111105	-75.6275	Antioquia
Altamir	7.021111111111111	-75.5925	Antioquia
Altamira	1.6602777777777777	-76.92722222222223	Nariño
Altamisa	2.3955555555555557	-75.8275	Huila
Altaquer	1.2466666666666668	-78.09138888888889	Nariño
Altas Claras	9.709999999999999	-74.34805555555555	Magdalena
Alto	2.6919444444444447	-76.77361111111111	Cauca
Alto Abejorral	5.645277777777777	-75.85833333333333	Antioquia
Alto Barandas	0.8150000000000001	-75.87916666666666	Putumayo
Alto Bello	6.083055555555555	-73.36027777777777	Santander
Alto Bonito	4.133055555555555	-75.99	Valle del Cauca
Alto Buenavista	6.784166666666667	-76.11444444444444	Antioquia
Alto Buey Pelado	7.106944444444444	-73.7025	Santander
Alto Calera	1.2833333333333332	-77.46666666666667	Nariño
Alto Campo Alegre	5.860833333333333	-73.87694444444443	Santander
Alto Cantano	5.844166666666666	-73.62833333333333	Santander
Alto Capilla	5.834722222222222	-73.635	Santander
Alto Caracuchal	6.375	-73.12138888888889	Santander
Alto Cauca	4.9925	-75.74333333333334	Caldas
Alto Centro Boqueron	5.9816666666666665	-73.78611111111111	Santander
Alto Chuare	2.8666666666666667	-77.23333333333333	Cauca
Alto Cruz	6.801388888888889	-75.7363888888889	Antioquia
Alto El Cajon	6.396666666666667	-73.09305555555555	Santander
Alto El Consuelo	1.6325	-76.10555555555555	Huila
Alto El Morro	5.154722222222222	-74.56055555555555	Cundinamarca
Alto El Pozo	8.061111111111112	-73.02	Norte de Santander
Alto El Rayo	8.133333333333333	-73.51666666666667	Cesar
Alto El Saltadero	6.436111111111112	-75.56305555555555	Antioquia
Alto El Silencio	7.268888888888889	-75.85277777777777	Antioquia
Alto El Toro	4.805	-75.63944444444445	Risaralda
Alto Forero	5.674166666666667	-73.65833333333335	Boyaca
Alto Frio	5.685555555555556	-74.34583333333333	Cundinamarca
Alto Gachantiva	5.684444444444445	-73.54972222222221	Boyaca
Alto Gavilan	3.905	-74.38583333333334	Cundinamarca
Alto Genova	8.545833333333333	-75.63694444444445	Cordoba
Alto Girardot	5.160277777777778	-74.53333333333333	Cundinamarca
Alto Grande	5.930555555555556	-72.40277777777779	Boyaca
Alto Guamito	5.87388888888889	-73.62083333333332	Santander
Alto Guaramito	8.195833333333333	-72.38472222222222	Norte de Santander
Alto Harmony Hall	12.539166666666667	-81.70861111111111	Archipielago de San Andres, Providencia y Santa Catalina
Alto Juyamoca	5.916388888888889	-73.67	Santander
Alto La Belleza	5.935277777777778	-73.86638888888888	Santander
Alto La Campana	1.7491666666666668	-77.18972222222223	Cauca
Alto La Canada	1.6927777777777777	-77.21944444444445	Cauca
Alto La Meseta	5.904722222222222	-73.63277777777778	Santander
Alto La Piedra	6.694444444444445	-75.54277777777777	Antioquia
Alto La Playa	2.072777777777778	-76.68055555555556	Cauca
Alto La Quiebra	6.270555555555555	-75.61666666666666	Antioquia
Alto Las Niguas	6.483888888888889	-73.15333333333334	Santander
Alto Las Parras	5.646388888888889	-75.82527777777777	Antioquia
Alto Lisboa	5.116666666666666	-75.5936111111111	Caldas
Alto Loma Hermtosa	6.269444444444445	-75.62722222222222	Antioquia
Alto Losada	2.3744444444444444	-74.55611111111111	Meta
Alto Lucero	8.149444444444445	-73.385	Norte de Santander
Alto Mayo	1.6977777777777778	-77.29944444444445	Cauca
Alto Mira	6.356388888888889	-71.79305555555555	Arauca
Alto Palma	6.283333333333333	-73.65	Santander
Alto Pena Colorado	0.9894444444444443	-77.78916666666666	Nariño
Alto Piedra Herrada	5.463333333333334	-73.11722222222221	Boyaca
Alto Pino	11.443611111111112	-72.54194444444444	La Guajira
Alto Prado	3.7019444444444445	-76.16027777777778	Valle del Cauca
Alto Redondo	5.210555555555556	-72.77444444444444	Casanare
Alto Rosario	8.7925	-74.1613888888889	Bolivar
Alto San Juan	4.2058333333333335	-75.32249999999999	Tolima
Alto San Rafael	5.558333333333334	-75.7825	Antioquia
Alto Sano	3.957777777777778	-75.26277777777777	Tolima
Alto Seco	5.598333333333333	-74.36861111111111	Cundinamarca
Alto Senon	5.645833333333333	-75.83555555555554	Antioquia
Alto Sigui	2.867777777777778	-77.19305555555556	Cauca
Alto Suarez	6.29	-73.40194444444445	Santander
Alto Tapialquer	1.0333333333333334	-77.3	Nariño
Alto Valvanera	0.9836111111111111	-77.66638888888889	Nariño
Alto Venecia	6.745555555555556	-75.5111111111111	Antioquia
Alto Viento	6.75	-73.69638888888889	Santander
Alto Villaraso	4.971111111111111	-75.55555555555556	Risaralda
Alto de Belleza	4.490277777777778	-75.13833333333334	Tolima
Alto de Calarca	5.989722222222222	-72.54777777777778	Boyaca
Alto de Cascajal	4.471111111111111	-73.92777777777778	Cundinamarca
Alto de Cuatro Bocas	8.7225	-74.14527777777778	Bolivar
Alto de Garzon	2.196111111111111	-75.64833333333334	Huila
Alto de La Cruz	4.4255555555555555	-73.97972222222222	Cundinamarca
Alto de La Torre	4.476666666666667	-75.15277777777779	Tolima
Alto de Los Patios	8.25	-73.28333333333333	Norte de Santander
Alto de Los Patos	8.324444444444444	-73.30805555555555	Cesar
Alto de Manablanca	4.394166666666667	-73.89944444444446	Cundinamarca
Alto de Miradorcito	4.491388888888889	-75.15611111111112	Tolima
Alto de Mulatos	8.129444444444445	-76.53416666666666	Antioquia
Alto de Paez	4.266666666666667	-76.3	Valle del Cauca
Alto de Tigre	7.178055555555556	-74.67833333333334	Antioquia
Alto de la Mina	4.951388888888889	-75.68444444444445	Caldas
Alto del Cielo	4.058333333333334	-75.3111111111111	Tolima
Alto del Corral	6.2058333333333335	-75.77583333333334	Antioquia
Alto del Obispo	1.8472222222222223	-76.25305555555556	Huila
Alto del Oso	4.383333333333334	-75.65	Quindio
Alto del Rey	2.4394444444444447	-76.85222222222221	Cauca
Alto del Rio	4.539722222222222	-75.65027777777779	Quindio
Alto del Rodadero	4.457222222222223	-73.96722222222222	Cundinamarca
Alto del Rosario	8.605	-75.83833333333332	Cordoba
Altobonito	8.519722222222223	-75.60749999999999	Cordoba
Altomira	10.916666666666666	-74.95	Atlantico
Altoplano	9.900833333333333	-74.28916666666666	Magdalena
Altoros	2.0213888888888887	-74.80444444444444	Caqueta
Altos del Rosario	8.794444444444444	-74.16583333333334	Bolivar
Altoviento	8.166666666666666	-72.45	Norte de Santander
Alturas	5.355277777777777	-75.81138888888889	Risaralda
Aluuotiro	12.118611111111111	-71.76583333333333	La Guajira
Alvarado	4.566111111111111	-74.96222222222222	Tolima
Alvecia	3.645277777777778	-76.10444444444444	Valle del Cauca
Alvernia	1.1833333333333333	-76.51666666666667	Putumayo
Amaceri	7.733333333333333	-74.71666666666667	Antioquia
Amacocha	-1.3852777777777778	-73.55416666666666	Amazonas
Amador	10.433333333333334	-75.53333333333333	Bolivar
Amaga	6.04	-75.70305555555557	Antioquia
Amagamiento	6.25	-74.9	Antioquia
Amaigur	11.433333333333334	-72.2	La Guajira
Amaime	3.606388888888889	-76.275	Valle del Cauca
Amaiquiro	12.083333333333334	-72.11666666666666	La Guajira
Amakimahana	12.241388888888888	-71.68277777777779	La Guajira
Amalfi	6.910277777777778	-75.07777777777777	Antioquia
Amalia	7.001666666666667	-75.03833333333333	Antioquia
Amalia Lopez	4.111111111111111	-75.98388888888888	Valle del Cauca
Amamahana	11.41388888888889	-72.39055555555557	La Guajira
Amanaven	4.096388888888889	-67.73333333333333	Vichada
Amansagatos	6.277777777777778	-73.22	Santander
Amantible	6.916388888888889	-75.56694444444445	Antioquia
Amaranto	5.8502777777777775	-75.93194444444445	Antioquia
Amaseri	7.737222222222222	-74.7225	Antioquia
Amaurica	11.495555555555555	-72.74305555555556	La Guajira
Amaya	9.393333333333333	-75.7713888888889	Cordoba
Amayarco	3.7733333333333334	-75.17944444444444	Tolima
Amazonas	10	-74.1	Magdalena
Ambalamita	3.2905555555555552	-74.92472222222223	Tolima
Ambalema	4.784166666666667	-74.76277777777777	Tolima
Ambato	4.236944444444444	-74.9	Tolima
Amberes	3.5188888888888887	-76.13111111111111	Valle del Cauca
Ambica	2.5858333333333334	-75.66333333333334	Huila
Amborco	3.0219444444444443	-75.36444444444444	Huila
Amborquito	3.028611111111111	-75.35888888888888	Huila
Ambrosio	10.462777777777777	-75.02583333333334	Atlantico
Ambulu	3.636111111111111	-75.35499999999999	Tolima
Amchisohu	12.249166666666666	-71.345	La Guajira
America	5.426388888888889	-74.82305555555556	Caldas
Amezquita	5.783333333333333	-73.21666666666667	Boyaca
Aminda	1.6166666666666667	-77.5	Nariño
Amocal	5.724722222222223	-74.00416666666666	Boyaca
Amoya	3.6725	-75.38416666666667	Tolima
Amparo	5.3	-72.18333333333334	Casanare
Amsterco	8.03888888888889	-76.6575	Antioquia
Amsterdam	4.977777777777778	-73.90333333333334	Cundinamarca
Amurco	11.476944444444445	-72.75694444444444	La Guajira
Amururua	11.592500000000001	-72.73944444444444	La Guajira
Ana Joaquina	9.240555555555554	-74.56722222222221	Bolivar
Anacal	6.158055555555556	-73.14833333333334	Santander
Anacarco	3.446388888888889	-75.09888888888888	Tolima
Anacaro	4.789166666666667	-75.96666666666667	Valle del Cauca
Anacleto Garcia	2.9833333333333334	-75	Huila
Anacuta	4.3341666666666665	-74.49055555555556	Cundinamarca
Anaime	11.243611111111111	-73.04027777777777	La Guajira
Analipa	11.416666666666666	-72.63333333333334	La Guajira
Anapoima	4.520277777777777	-74.53944444444444	Cundinamarca
Anay	11.626111111111111	-72.375	La Guajira
Anayaco	1.8177777777777777	-75.87888888888888	Huila
Anazco	3.5175	-76.16638888888889	Valle del Cauca
Anchicaya	3.618611111111111	-76.91333333333334	Valle del Cauca
Anchique	3.579722222222222	-75.09916666666666	Tolima
Ancon	9.225833333333334	-74.52694444444444	Bolivar
Ancuya	1.2702777777777776	-77.51583333333333	Nariño
Andadero	4.85	-73.76666666666667	Cundinamarca
Andagoya	5.094444444444444	-76.72277777777778	Choco
Andalucia	4.170555555555556	-76.16638888888889	Valle del Cauca
Andian	10.316111111111113	-74.44388888888889	Magdalena
Andianapolis	4.1658333333333335	-76.3863888888889	Valle del Cauca
Andongo	1.6380555555555556	-77.40722222222223	Nariño
Andorra	6.143055555555556	-73.17750000000001	Santander
Andrea	10.766666666666667	-74.83333333333333	Atlantico
Anerrutamahana	12.323611111111111	-71.66277777777778	La Guajira
Anganoy	1.2333333333333334	-77.28333333333333	Nariño
Angelia	3.493333333333333	-75.26972222222223	Tolima
Angelina	6.715	-75.88666666666667	Antioquia
Angelopolis	6.110833333333333	-75.70916666666668	Antioquia
Angola	10.208055555555555	-75.26694444444445	Bolivar
Angostura	8.184166666666666	-74.85333333333332	Antioquia
Angosturas	4.562222222222222	-73.00333333333333	Meta
Angulo	2.051944444444444	-77.10777777777777	Cauca
Animas	0.85	-77.63333333333334	Nariño
Anolaima	8.08888888888889	-73.52916666666667	Cesar
Anonuevo	8.1925	-77.10777777777777	Choco
Anori	7.072777777777778	-75.14777777777779	Antioquia
Anselmo Sedy	5.016666666666667	-77.11666666666666	Choco
Anserma	5.332777777777777	-75.7911111111111	Risaralda
Ansermanuevo	4.7972222222222225	-75.995	Valle del Cauca
Antado	7.24	-75.96138888888889	Antioquia
Antasales	7.35	-76.15	Antioquia
Anteshiruhu	12.083333333333334	-71.38333333333334	La Guajira
Antioquia	6.5569444444444445	-75.82805555555555	Antioquia
Antonazo	10.24111111111111	-74.33638888888889	Magdalena
Antonia	10.870555555555557	-74.18277777777779	Magdalena
Antonia Santos	6.272777777777778	-73.03611111111111	Santander
Antonio Garcia	8.860277777777778	-76.33972222222222	Cordoba
Antonio Narino	4.003055555555555	-76.0975	Valle del Cauca
Antonio Recaurte	5.6658333333333335	-73.72972222222222	Boyaca
Antonio Ricaurte	3.6455555555555557	-76.24777777777778	Valle del Cauca
Antonio Salguero	5.566666666666666	-77.01666666666667	Choco
Anuachom A	11.459999999999999	-72.55916666666667	La Guajira
Anuachom B	11.466666666666667	-72.55777777777777	La Guajira
Anuariachom	11.245833333333332	-72.25361111111111	La Guajira
Anza	6.303333333333333	-75.85388888888889	Antioquia
Anzoategui	4.630000000000001	-75.09527777777777	Tolima
Apariuohu	11.428055555555554	-72.13722222222223	La Guajira
Apartadade	8.778333333333334	-75.56027777777777	Cordoba
Apartaderos	8.216666666666667	-73.33333333333333	Norte de Santander
Apartado	7.883055555555556	-76.62583333333333	Antioquia
Aperche	5.423611111111112	-74.36083333333333	Cundinamarca
Apia	5.106388888888889	-75.94305555555556	Risaralda
Apiay	4.105555555555555	-73.5925	Meta
Apone	3.6666666666666665	-75.36666666666666	Tolima
Aponte	1.4008333333333332	-77.03	Nariño
Aposentos	5.929722222222223	-73.8561111111111	Santander
Apotoruitpa	11.989722222222222	-72.05444444444444	La Guajira
Apotureca	11.485	-72.5775	La Guajira
Apucarpo	6.726111111111111	-76.03361111111111	Antioquia
Apulo	4.519444444444445	-74.59305555555555	Cundinamarca
Apure	9.871944444444445	-74.58583333333333	Magdalena
Aquablanca	3.685	-76.35499999999999	Valle del Cauca
Aquatria	1.7725	-77.23694444444445	Cauca
Aquitania	5.8438888888888885	-74.97055555555556	Antioquia
Aquitas	7.333333333333333	-75.46916666666667	Antioquia
Arabia	6.036666666666666	-74.94666666666667	Antioquia
Araca	3.5666666666666664	-75.43333333333334	Tolima
Aracal	4.316944444444444	-73.13944444444445	Cundinamarca
Aracataca	10.591944444444445	-74.18972222222223	Magdalena
Arache	9.075277777777778	-75.64277777777778	Cordoba
Aracuara	-0.6152777777777777	-72.38388888888889	Caqueta
Aracure	4.370277777777777	-70.6	Vichada
Aragon	6.782222222222222	-75.56194444444444	Antioquia
Araguato	2.751388888888889	-70.78999999999999	Guaviare
Arainaguo	11.473333333333333	-72.78027777777778	La Guajira
Arakachom	11.474166666666667	-72.31416666666667	La Guajira
Arambaza	-2.066666666666667	-73.1	Amazonas
Aranapuruohu	12.14111111111111	-71.72777777777777	La Guajira
Aranda	6.283333333333333	-73.36666666666666	Santander
Aranjuez	6.283333333333333	-75.56666666666666	Antioquia
Aranzazu	2.476388888888889	-75.91888888888889	Cauca
Araos	6.709722222222222	-75.92277777777778	Antioquia
Araparen	11.671111111111111	-72.36416666666666	La Guajira
Arara	1.1644444444444444	-71.64	Guaviare
Ararac	-0.8	-72.33333333333333	Amazonas
Araracuara	2.862777777777778	-71.86583333333333	Meta
Araras de Coemas	-1.2166666666666668	-72.33333333333333	Amazonas
Ararca	10.261111111111111	-75.55499999999999	Bolivar
Arashouri	12.400277777777777	-71.51138888888889	La Guajira
Aratoca	6.693611111111111	-73.02083333333333	Santander
Aratoque	8.25	-73.2	Norte de Santander
Araua	12.317777777777778	-71.65194444444445	La Guajira
Arauca	5.110555555555555	-75.70222222222222	Caldas
Araujo	2.5780555555555553	-75.83083333333333	Cauca
Arauquita	7.029166666666667	-71.42805555555556	Arauca
Araurica	11.616666666666667	-72.68333333333334	La Guajira
Araurio	11.800833333333333	-72.35916666666667	La Guajira
Arayon	3.416111111111111	-77.13916666666667	Valle del Cauca
Arbela	2.143611111111111	-76.77194444444444	Cauca
Arbelaez	4.2725	-74.415	Cundinamarca
Arbol Solo	6.419722222222222	-73.22277777777778	Santander
Arbol del Descanso	11.683333333333334	-72.75	La Guajira
Arboleda	5.8775	-75.50666666666666	Antioquia
Arboleda Sur	4.563611111111111	-74.11999999999999	Cundinamarca
Arboledas	7.642222222222221	-72.79944444444445	Norte de Santander
Arboletes	8.850555555555555	-76.42694444444444	Antioquia
Arbolito	4.013888888888889	-75.63972222222223	Tolima
Arbolsolo	6.207222222222223	-73.10388888888889	Santander
Arcabuco	5.754722222222222	-73.43666666666667	Boyaca
Arcadia	4.4	-75.46666666666667	Tolima
Archibolds	13.333333333333334	-81.36666666666666	Archipielago de San Andres, Providencia y Santa Catalina
Arcon	5.5	-75.66666666666667	Caldas
Ardila	6.4	-75.23333333333333	Antioquia
Arebe	4.766666666666667	-68.5	Vichada
Aremasahin	12.186388888888889	-71.81555555555555	La Guajira
Aremasain	11.491944444444444	-72.69472222222223	La Guajira
Aremasauahu	11.8825	-71.64166666666668	La Guajira
Arena	8.461666666666666	-75.54888888888888	Cordoba
Arenablanca	9.165277777777778	-74.9725	Sucre
Arenal	8.8475	-75.8611111111111	Cordoba
